id_venta,producto,precio,cantidad,fecha_venta,categoria,precio_num,ingreso,anio_mes,id_cliente,nombre,edad,ciudad,ingresos,segmento_edad
1557,Horno eléctrico,$53.29,12.0,2024-03-08,Electrodomésticos,53.29,639.48,2024-03,317,Chere Gaudon,40,Resistencia,33321.22,35-44
1879,Batidora,$65.59,9.0,2024-03-08,Electrodomésticos,65.59,590.3100000000001,2024-03,227,Carlene Peek,40,Merlo,48526.08,35-44
2233,Smartphone,$37.11,3.0,2024-03-08,Electrónica,37.11,111.33,2024-03,260,Elvira Trewhitt,48,Córdoba,37924.44,45-54
156,Cortinas,$39.67,2.0,2024-03-09,Decoración,39.67,79.34,2024-03,73,Clayborne Lipgens,33,Posadas,53758.89,25-34
470,Adorno de pared,$34.68,5.0,2024-03-09,Decoración,34.68,173.4,2024-03,481,Denver Guihen,30,San Miguel de Tucumán,26901.81,25-34
685,Alfombra,$102.81,9.0,2024-03-09,Decoración,102.81,925.29,2024-03,19,Cari Marzellano,38,Mar del Plata,53114.05,35-44
805,Alfombra,$48.99,8.0,2024-03-09,Decoración,48.99,391.92,2024-03,272,Emmet Amoss,34,Merlo,44818.31,25-34
1369,Batidora,$48.80,11.0,2024-03-09,Electrodomésticos,48.8,536.8,2024-03,222,Bary Tanner,37,Córdoba,37626.61,35-44
1513,Microondas,$69.57,1.0,2024-03-09,Electrodomésticos,69.57,69.57,2024-03,443,Ulberto Grevile,24,Rosario,28573.15,<=24
1844,Aspiradora,$86.29,12.0,2024-03-09,Electrodomésticos,86.29,1035.48,2024-03,331,Lutero Climie,45,Corrientes,26187.05,45-54
2002,Televisor,$68.99,10.0,2024-03-09,Electrónica,68.99,689.9,2024-03,107,Ellen Cadge,38,Bahía Blanca,23557.54,35-44
2664,Tablet,$54.19,3.0,2024-03-09,Electrónica,54.19,162.57,2024-03,295,Bette-ann Bertholin,40,Bahía Blanca,35319.17,35-44
2684,Auriculares,$79.29,6.0,2024-03-09,Electrónica,79.29,475.74,2024-03,341,Karena Athy,31,Santa Fe,8996.96,25-34
2694,Auriculares,$51.71,3.0,2024-03-09,Electrónica,51.71,155.13,2024-03,511,Trip Huntall,40,Rosario,40645.8,35-44
2826,Laptop,$39.13,8.0,2024-03-09,Electrónica,39.13,313.04,2024-03,296,Roanna Hulls,28,Salta,25078.01,25-34
2983,Smartphone,$118.60,11.0,2024-03-09,Electrónica,118.6,1304.6,2024-03,517,Emily Whitebread,53,Bahía Blanca,36408.87,45-54
74,Jarrón decorativo,$51.08,11.0,2024-03-10,Decoración,51.08,561.88,2024-03,193,Gonzales Fiddeman,32,Córdoba,18074.87,25-34
161,Lámpara de mesa,$96.41,11.0,2024-03-10,Decoración,96.41,1060.51,2024-03,531,Shawn Riply,39,San Miguel de Tucumán,28787.81,35-44
967,Elementos de cerámica,$29.05,10.0,2024-03-10,Decoración,29.05,290.5,2024-03,536,Leticia Armes,70,Rosario,18073.59,65+
978,Rincón de plantas,$32.05,4.0,2024-03-10,Decoración,32.05,128.2,2024-03,454,Anabelle Featenby,30,Mar del Plata,45631.68,25-34
1169,Batidora,$85.59,5.0,2024-03-10,Electrodomésticos,85.59,427.95000000000005,2024-03,484,Eugen Burke,36,Santa Fe,50349.56,35-44
1219,Batidora,$49.37,9.0,2024-03-10,Electrodomésticos,49.37,444.33,2024-03,271,Raoul Denerley,40,Salta,66400.67,35-44
1330,Plancha de vapor,$28.85,11.0,2024-03-10,Electrodomésticos,28.85,317.35,2024-03,533,Aura Dicey,37,Posadas,36779.95,35-44
1742,Cafetera,$96.84,11.0,2024-03-10,Electrodomésticos,96.84,1065.24,2024-03,297,Pamella Izat,26,Bahía Blanca,26676.08,25-34
1751,Freidora eléctrica,$77.13,4.0,2024-03-10,Electrodomésticos,77.13,308.52,2024-03,336,Jaymie Halsey,32,Córdoba,28658.31,25-34
1860,Plancha de vapor,$102.60,12.0,2024-03-10,Electrodomésticos,102.6,1231.1999999999998,2024-03,226,Christiana Iglesias,40,Rosario,28337.74,35-44
2944,Auriculares,$55.17,4.0,2024-03-10,Electrónica,55.17,220.68,2024-03,330,Osborne Broggetti,31,Buenos Aires,16922.48,25-34
91,Lámpara de mesa,$89.87,12.0,2024-03-11,Decoración,89.87,1078.44,2024-03,227,Carlene Peek,40,Merlo,48526.08,35-44
615,Alfombra,$65.09,5.0,2024-03-11,Decoración,65.09,325.45000000000005,2024-03,323,Berenice Tummons,40,Posadas,16728.82,35-44
1240,Plancha de vapor,$40.78,12.0,2024-03-11,Electrodomésticos,40.78,489.36,2024-03,24,Merle Musslewhite,33,Salta,39770.63,25-34
1311,Freidora eléctrica,$61.53,11.0,2024-03-11,Electrodomésticos,61.53,676.83,2024-03,37,Maurice Pelling,26,Corrientes,25838.89,25-34
1707,Horno eléctrico,$59.05,8.0,2024-03-11,Electrodomésticos,59.05,472.4,2024-03,453,Vernon Cristou,31,San Miguel de Tucumán,18793.82,25-34
1934,Aspiradora,$42.94,2.0,2024-03-11,Electrodomésticos,42.94,85.88,2024-03,487,Bambi Ingleson,32,Santa Fe,31017.57,25-34
2436,Laptop,$43.34,8.0,2024-03-11,Electrónica,43.34,346.72,2024-03,140,Joye Costley,24,Merlo,55323.78,<=24
693,Espejo decorativo,$85.04,9.0,2024-03-12,Decoración,85.04,765.36,2024-03,12,Griffith Lowey,27,Corrientes,41862.78,25-34
849,Lámpara de mesa,$46.89,2.0,2024-03-12,Decoración,46.89,93.78,2024-03,17,Minor Josephy,28,Santa Fe,47018.78,25-34
887,Elementos de cerámica,$41.55,3.0,2024-03-12,Decoración,41.55,124.64999999999999,2024-03,443,Ulberto Grevile,24,Rosario,28573.15,<=24
1042,Heladera,$121.85,10.0,2024-03-12,Electrodomésticos,121.85,1218.5,2024-03,265,Hanny Ocheltree,52,Corrientes,65107.47,45-54
1248,Cafetera,$30.70,5.0,2024-03-12,Electrodomésticos,30.7,153.5,2024-03,153,Orton Minkin,29,Buenos Aires,46031.85,25-34
1305,Lavadora,$114.72,9.0,2024-03-12,Electrodomésticos,114.72,1032.48,2024-03,408,Michele Mattiessen,43,Salta,30235.29,35-44
2282,Televisor,$31.80,10.0,2024-03-12,Electrónica,31.8,318.0,2024-03,295,Bette-ann Bertholin,40,Bahía Blanca,35319.17,35-44
2519,Proyector,$76.15,11.0,2024-03-12,Electrónica,76.15,837.6500000000001,2024-03,248,Gianna Benoey,38,Merlo,23099.84,35-44
543,Espejo decorativo,$79.98,10.0,2024-03-13,Decoración,79.98,799.8000000000001,2024-03,53,Brigid Mainds,26,Córdoba,45641.94,25-34
623,Espejo decorativo,$74.95,3.0,2024-03-13,Decoración,74.95,224.85000000000002,2024-03,207,Lissi Simondson,48,Rosario,39751.41,45-54
874,Jarrón decorativo,$80.88,12.0,2024-03-13,Decoración,80.88,970.56,2024-03,437,Shelia Alenshev,43,Santa Fe,13603.06,35-44
1173,Microondas,$71.13,12.0,2024-03-13,Electrodomésticos,71.13,853.56,2024-03,374,Inez Munsey,52,Mar del Plata,30633.53,45-54
1260,Plancha de vapor,$122.04,1.0,2024-03-13,Electrodomésticos,122.04,122.04,2024-03,267,Trenna De Metz,33,Mar del Plata,15026.75,25-34
1295,Lavadora,$53.77,7.0,2024-03-13,Electrodomésticos,53.77,376.39000000000004,2024-03,93,Crystie Demschke,45,Buenos Aires,26609.66,45-54
1620,Plancha de vapor,$76.32,5.0,2024-03-13,Electrodomésticos,76.32,381.59999999999997,2024-03,362,Albrecht Itchingham,50,Posadas,48947.49,45-54
1892,Heladera,$58.45,1.0,2024-03-13,Electrodomésticos,58.45,58.45,2024-03,7,Etan Deeth,35,Resistencia,37489.71,35-44
1916,Secadora,$110.04,11.0,2024-03-13,Electrodomésticos,110.04,1210.44,2024-03,558,Ulrikaumeko Silber,52,Resistencia,21856.55,45-54
2393,Smartphone,$113.88,9.0,2024-03-13,Electrónica,113.88,1024.92,2024-03,336,Jaymie Halsey,32,Córdoba,28658.31,25-34
2437,Cámara digital,$80.06,3.0,2024-03-13,Electrónica,80.06,240.18,2024-03,406,Frederica Simo,35,Rosario,49802.37,35-44
2688,SmartWatch,$119.73,12.0,2024-03-13,Electrónica,119.73,1436.76,2024-03,301,Remy Rushmer,28,Corrientes,9043.39,25-34
2858,SmartWatch,$89.27,6.0,2024-03-13,Electrónica,89.27,535.62,2024-03,198,Juliann Keiling,62,Santa Fe,60620.67,55-64
820,Adorno de pared,$36.55,3.0,2024-03-14,Decoración,36.55,109.64999999999999,2024-03,491,Hayyim Theml,28,Córdoba,5239.78,25-34
1303,Microondas,$40.90,9.0,2024-03-14,Electrodomésticos,40.9,368.09999999999997,2024-03,12,Griffith Lowey,27,Corrientes,41862.78,25-34
1657,Horno eléctrico,$109.73,9.0,2024-03-14,Electrodomésticos,109.73,987.57,2024-03,236,Dal Tenpenny,50,San Miguel de Tucumán,56600.2,45-54
1772,Heladera,$56.94,2.0,2024-03-14,Electrodomésticos,56.94,113.88,2024-03,416,Chiquia Olsson,53,Santa Fe,39016.06,45-54
1978,Cafetera,$104.66,11.0,2024-03-14,Electrodomésticos,104.66,1151.26,2024-03,446,Gillan St. Hill,29,Mar del Plata,52757.36,25-34
2052,Televisor,$66.57,5.0,2024-03-14,Electrónica,66.57,332.84999999999997,2024-03,142,Rodrigo Dooland,30,Corrientes,29492.94,25-34
2347,Cámara digital,$112.14,3.0,2024-03-14,Electrónica,112.14,336.42,2024-03,11,Hans Strong,69,Resistencia,35596.27,65+
2493,Smartphone,$124.82,5.0,2024-03-14,Electrónica,124.82,624.0999999999999,2024-03,556,Bram Corps,48,Santa Fe,28839.22,45-54
2748,SmartWatch,$53.93,7.0,2024-03-14,Electrónica,53.93,377.51,2024-03,16,Garrott Bogart,32,Rosario,16480.55,25-34
2882,Televisor,$56.81,9.0,2024-03-14,Electrónica,56.81,511.29,2024-03,458,Janenna Tuminini,28,Buenos Aires,22903.36,25-34
2981,Parlantes Bluetooth,$80.25,10.0,2024-03-14,Electrónica,80.25,802.5,2024-03,340,Dody Caselli,47,Mar del Plata,43830.34,45-54
517,Elementos de cerámica,$94.94,12.0,2024-03-15,Decoración,94.94,1139.28,2024-03,2,Kristina Scaplehorn,25,Posadas,24735.04,25-34
624,Jarrón decorativo,$51.39,10.0,2024-03-15,Decoración,51.39,513.9,2024-03,129,Dave Bosson,36,Bahía Blanca,38074.11,35-44
772,Cuadro decorativo,$78.76,10.0,2024-03-15,Decoración,78.76,787.6,2024-03,104,Adolphus Morton,24,Posadas,31111.35,<=24
957,Elementos de cerámica,$75.27,4.0,2024-03-15,Decoración,75.27,301.08,2024-03,39,Ginger Askaw,36,Salta,36779.95,35-44
1953,Microondas,$119.61,2.0,2024-03-15,Electrodomésticos,119.61,239.22,2024-03,336,Jaymie Halsey,32,Córdoba,28658.31,25-34
2082,Televisor,$55.66,3.0,2024-03-15,Electrónica,55.66,166.98,2024-03,73,Clayborne Lipgens,33,Posadas,53758.89,25-34
2170,Consola de videojuegos,$122.40,1.0,2024-03-15,Electrónica,122.4,122.4,2024-03,190,Drugi Doumenc,42,Salta,46756.36,35-44
2554,Auriculares,$100.07,11.0,2024-03-15,Electrónica,100.07,1100.77,2024-03,213,Henrie Crassweller,38,Buenos Aires,44275.95,35-44
2647,Cámara digital,$90.34,1.0,2024-03-15,Electrónica,90.34,90.34,2024-03,20,Magdalene Pegg,34,Córdoba,49849.42,25-34
2835,Auriculares,$42.50,7.0,2024-03-15,Electrónica,42.5,297.5,2024-03,192,Shoshanna Verryan,40,Resistencia,6619.38,35-44
2950,Consola de videojuegos,$29.14,10.0,2024-03-15,Electrónica,29.14,291.4,2024-03,347,Dru Beeken,48,Rosario,29831.4,45-54
613,Espejo decorativo,$78.46,7.0,2024-03-16,Decoración,78.46,549.2199999999999,2024-03,320,Clementia Ordelt,41,Rosario,40725.01,35-44
836,Cortinas,$115.79,1.0,2024-03-16,Decoración,115.79,115.79,2024-03,309,Frieda Sappell,42,San Miguel de Tucumán,37477.47,35-44
919,Lámpara de mesa,$51.50,1.0,2024-03-16,Decoración,51.5,51.5,2024-03,504,Rahal Tryme,50,Corrientes,45752.01,45-54
1099,Batidora,$39.73,11.0,2024-03-16,Electrodomésticos,39.73,437.03,2024-03,115,Diandra Longcake,65,Corrientes,45292.27,65+
1670,Plancha de vapor,$101.57,7.0,2024-03-16,Electrodomésticos,101.57,710.99,2024-03,208,Sherwin Cossell,40,Rosario,40700.9,35-44
1995,Lavadora,$31.36,7.0,2024-03-16,Electrodomésticos,31.36,219.51999999999998,2024-03,383,Terrel Chainey,35,Posadas,17542.93,35-44
2018,SmartWatch,$99.78,1.0,2024-03-16,Electrónica,99.78,99.78,2024-03,105,Quent Amps,25,Merlo,36251.4,25-34
2030,Consola de videojuegos,$108.00,9.0,2024-03-16,Electrónica,108.0,972.0,2024-03,174,Nelli Yanshonok,45,Merlo,33626.6,45-54
2613,Smartphone,$105.63,6.0,2024-03-16,Electrónica,105.63,633.78,2024-03,328,Ailina Martelet,29,San Miguel de Tucumán,7533.36,25-34
2749,Proyector,$120.50,4.0,2024-03-16,Electrónica,120.5,482.0,2024-03,405,Timothea MacNucator,39,Resistencia,34610.4,35-44
2809,Proyector,$89.06,1.0,2024-03-16,Electrónica,89.06,89.06,2024-03,2,Kristina Scaplehorn,25,Posadas,24735.04,25-34
262,Cuadro decorativo,$70.89,11.0,2024-03-17,Decoración,70.89,779.79,2024-03,222,Bary Tanner,37,Córdoba,37626.61,35-44
449,Lámpara de mesa,$29.32,3.0,2024-03-17,Decoración,29.32,87.96000000000001,2024-03,219,Raquel Gentile,43,Buenos Aires,32492.98,35-44
914,Jarrón decorativo,$98.11,2.0,2024-03-17,Decoración,98.11,196.22,2024-03,182,Baldwin Drieu,39,Salta,23533.08,35-44
1067,Horno eléctrico,$116.21,8.0,2024-03-17,Electrodomésticos,116.21,929.68,2024-03,180,Terencio Tyas,44,Mar del Plata,51421.58,35-44
1164,Aspiradora,$102.32,2.0,2024-03-17,Electrodomésticos,102.32,204.64,2024-03,478,Raul Arnoud,35,Corrientes,35105.54,35-44
1209,Batidora,$111.44,3.0,2024-03-17,Electrodomésticos,111.44,334.32,2024-03,220,Bruce Hinstock,71,Resistencia,25720.15,65+
1545,Lavadora,$33.31,10.0,2024-03-17,Electrodomésticos,33.31,333.1,2024-03,342,Karin Scarff,40,Merlo,42159.96,35-44
2444,Auriculares,$70.16,11.0,2024-03-17,Electrónica,70.16,771.76,2024-03,29,Paul Perrott,34,Mar del Plata,41813.93,25-34
2577,Cámara digital,$45.12,6.0,2024-03-17,Electrónica,45.12,270.71999999999997,2024-03,435,Francklin Drayson,59,Santa Fe,29155.48,55-64
2677,Cámara digital,$92.00,10.0,2024-03-17,Electrónica,92.0,920.0,2024-03,315,Saudra Braitling,33,Corrientes,38366.67,25-34
188,Rincón de plantas,$101.62,9.0,2024-03-18,Decoración,101.62,914.58,2024-03,211,Willow Partrick,29,Córdoba,34691.89,25-34
407,Elementos de cerámica,$97.51,5.0,2024-03-18,Decoración,97.51,487.55,2024-03,354,Giacinta Coley,37,Santa Fe,23017.41,35-44
505,Alfombra,$96.21,11.0,2024-03-18,Decoración,96.21,1058.31,2024-03,432,Ramonda Caillou,50,Mar del Plata,28657.37,45-54
872,Cuadro decorativo,$55.89,10.0,2024-03-18,Decoración,55.89,558.9,2024-03,425,Stella Kemish,26,Bahía Blanca,24821.3,25-34
926,Cortinas,$63.98,11.0,2024-03-18,Decoración,63.98,703.78,2024-03,487,Bambi Ingleson,32,Santa Fe,31017.57,25-34
1384,Aspiradora,$80.38,9.0,2024-03-18,Electrodomésticos,80.38,723.42,2024-03,543,Tony Povey,33,Salta,24339.06,25-34
2035,Auriculares,$78.28,6.0,2024-03-18,Electrónica,78.28,469.68,2024-03,433,Lavinie Deverille,38,Mar del Plata,33271.79,35-44
2454,Auriculares,$101.08,10.0,2024-03-18,Electrónica,101.08,1010.8,2024-03,202,Denis Toping,43,Corrientes,36725.7,35-44
2496,Laptop,$40.16,3.0,2024-03-18,Electrónica,40.16,120.47999999999999,2024-03,432,Ramonda Caillou,50,Mar del Plata,28657.37,45-54
2763,Smartphone,$107.84,11.0,2024-03-18,Electrónica,107.84,1186.24,2024-03,373,Piotr Jirousek,27,Merlo,66953.76,25-34
314,Jarrón decorativo,$109.29,10.0,2024-03-19,Decoración,109.29,1092.9,2024-03,185,Addy Lattos,46,Córdoba,41370.58,45-54
731,Lámpara de mesa,$40.05,2.0,2024-03-19,Decoración,40.05,80.1,2024-03,251,Giustina Mingauld,39,Resistencia,19572.3,35-44
961,Lámpara de mesa,$103.06,9.0,2024-03-19,Decoración,103.06,927.54,2024-03,5,Dore Cockshtt,28,Rosario,28245.65,25-34
1073,Microondas,$72.86,10.0,2024-03-19,Electrodomésticos,72.86,728.6,2024-03,122,Sebastiano Salla,25,Salta,58142.4,25-34
1917,Horno eléctrico,$82.36,2.0,2024-03-19,Electrodomésticos,82.36,164.72,2024-03,76,Fionnula Antoniutti,32,Corrientes,8756.53,25-34
2037,Cámara digital,$68.66,12.0,2024-03-19,Electrónica,68.66,823.92,2024-03,505,Cassaundra Bosnell,24,Posadas,27235.53,<=24
2047,Cámara digital,$85.45,3.0,2024-03-19,Electrónica,85.45,256.35,2024-03,524,Arin Mulhall,37,Rosario,27253.03,35-44
2157,Cámara digital,$65.62,8.0,2024-03-19,Electrónica,65.62,524.96,2024-03,423,Dame Nund,33,Córdoba,42025.33,25-34
197,Elementos de cerámica,$89.17,4.0,2024-03-20,Decoración,89.17,356.68,2024-03,158,Electra Shilston,35,Posadas,786.77,35-44
206,Cortinas,$73.65,2.0,2024-03-20,Decoración,73.65,147.3,2024-03,535,Clarey Roglieri,27,Merlo,25404.19,25-34
234,Jarrón decorativo,$112.40,9.0,2024-03-20,Decoración,112.4,1011.6,2024-03,135,Giffer Hinstock,28,Córdoba,31190.27,25-34
746,Cortinas,$64.93,10.0,2024-03-20,Decoración,64.93,649.3000000000001,2024-03,466,Goraud Membry,29,Merlo,35624.46,25-34
855,Alfombra,$48.79,11.0,2024-03-20,Decoración,48.79,536.6899999999999,2024-03,434,Sadie Semble,65,Merlo,38093.36,65+
950,Adorno de pared,$116.42,6.0,2024-03-20,Decoración,116.42,698.52,2024-03,521,Anselm Sabati,38,Posadas,32676.69,35-44
1581,Freidora eléctrica,$88.59,8.0,2024-03-20,Electrodomésticos,88.59,708.72,2024-03,418,Melita Watson-Brown,27,San Miguel de Tucumán,22533.03,25-34
2001,Freidora eléctrica,$43.14,12.0,2024-03-20,Electrodomésticos,43.14,517.6800000000001,2024-03,73,Clayborne Lipgens,33,Posadas,53758.89,25-34
2112,Televisor,$34.89,12.0,2024-03-20,Electrónica,34.89,418.68,2024-03,7,Etan Deeth,35,Resistencia,37489.71,35-44
2530,Consola de videojuegos,$54.04,8.0,2024-03-20,Electrónica,54.04,432.32,2024-03,9,Shirl Labone,29,Rosario,27592.08,25-34
195,Alfombra,$115.12,12.0,2024-03-21,Decoración,115.12,1381.44,2024-03,553,Estevan Warricker,39,Merlo,40241.31,35-44
780,Adorno de pared,$79.13,7.0,2024-03-21,Decoración,79.13,553.91,2024-03,113,Genevieve Vasler,42,Corrientes,33190.45,35-44
1290,Plancha de vapor,$76.04,5.0,2024-03-21,Electrodomésticos,76.04,380.20000000000005,2024-03,479,Jayne Liverseege,42,Corrientes,51975.27,35-44
1537,Horno eléctrico,$103.51,7.0,2024-03-21,Electrodomésticos,103.51,724.57,2024-03,234,Enrico Ahrend,42,Buenos Aires,40569.56,35-44
1677,Horno eléctrico,$116.79,12.0,2024-03-21,Electrodomésticos,116.79,1401.48,2024-03,487,Bambi Ingleson,32,Santa Fe,31017.57,25-34
1831,Freidora eléctrica,$87.85,4.0,2024-03-21,Electrodomésticos,87.85,351.4,2024-03,390,Shay Woolager,23,Merlo,22397.82,<=24
2200,Consola de videojuegos,$44.36,10.0,2024-03-21,Electrónica,44.36,443.6,2024-03,38,Clotilda Abilowitz,57,Posadas,42757.46,55-64
2650,Consola de videojuegos,$50.77,10.0,2024-03-21,Electrónica,50.77,507.70000000000005,2024-03,249,Charlie Knipe,25,Buenos Aires,28168.54,25-34
2691,Parlantes Bluetooth,$32.86,11.0,2024-03-21,Electrónica,32.86,361.46,2024-03,379,Rayner Croom,37,Buenos Aires,29806.61,35-44
2701,Parlantes Bluetooth,$88.65,9.0,2024-03-21,Electrónica,88.65,797.85,2024-03,292,Carmelle Halworth,26,Mar del Plata,53221.65,25-34
2946,Laptop,$27.65,11.0,2024-03-21,Electrónica,27.65,304.15,2024-03,83,Mindy Bootes,26,Rosario,19009.84,25-34
65,Alfombra,$63.14,2.0,2024-03-22,Decoración,63.14,126.28,2024-03,432,Ramonda Caillou,50,Mar del Plata,28657.37,45-54
270,Adorno de pared,$96.59,6.0,2024-03-22,Decoración,96.59,579.54,2024-03,394,Roderic Vesco,38,San Miguel de Tucumán,35931.21,35-44
645,Alfombra,$36.17,1.0,2024-03-22,Decoración,36.17,36.17,2024-03,41,Viki Sottell,31,Mar del Plata,43388.14,25-34
1222,Heladera,$103.34,8.0,2024-03-22,Electrodomésticos,103.34,826.72,2024-03,110,Stephie MacKeig,28,Mar del Plata,25378.01,25-34
1921,Freidora eléctrica,$124.00,5.0,2024-03-22,Electrodomésticos,124.0,620.0,2024-03,385,Saxe de Glanville,37,San Miguel de Tucumán,51177.03,35-44
2059,Proyector,$116.66,12.0,2024-03-22,Electrónica,116.66,1399.92,2024-03,70,Beth Igo,35,Rosario,46525.97,35-44
2100,Consola de videojuegos,$94.73,1.0,2024-03-22,Electrónica,94.73,94.73,2024-03,28,Charmaine Vanin,37,Santa Fe,33220.06,35-44
2162,Televisor,$40.83,3.0,2024-03-22,Electrónica,40.83,122.49,2024-03,209,Ephrayim Owens,42,Córdoba,15715.84,35-44
2634,Auriculares,$124.63,10.0,2024-03-22,Electrónica,124.63,1246.3,2024-03,141,Scot Graben,54,Rosario,29351.15,45-54
2813,Smartphone,$114.94,11.0,2024-03-22,Electrónica,114.94,1264.34,2024-03,204,Leroi Weems,32,Rosario,59022.15,25-34
1607,Horno eléctrico,$53.09,3.0,2024-03-23,Electrodomésticos,53.09,159.27,2024-03,410,Tandie Kringe,43,Posadas,53789.98,35-44
1690,Plancha de vapor,$68.28,9.0,2024-03-23,Electrodomésticos,68.28,614.52,2024-03,130,Lynne Linkie,42,Rosario,27663.59,35-44
2456,Laptop,$68.84,11.0,2024-03-23,Electrónica,68.84,757.24,2024-03,388,Paulina Korneichik,33,Merlo,35744.85,25-34
210,Adorno de pared,$71.67,4.0,2024-03-24,Decoración,71.67,286.68,2024-03,333,Steffi Copestake,44,Resistencia,37159.71,35-44
708,Rincón de plantas,$63.10,11.0,2024-03-24,Decoración,63.1,694.1,2024-03,230,Evvie Ravens,45,Posadas,35552.3,45-54
1502,Heladera,$112.52,4.0,2024-03-24,Electrodomésticos,112.52,450.08,2024-03,65,Greer Goldster,34,Salta,46549.39,25-34
1562,Heladera,$31.42,1.0,2024-03-24,Electrodomésticos,31.42,31.42,2024-03,168,Rosetta Kennifick,30,Mar del Plata,29631.15,25-34
1904,Aspiradora,$102.92,5.0,2024-03-24,Electrodomésticos,102.92,514.6,2024-03,212,Samuel Kornilov,38,Posadas,40651.74,35-44
2003,Smartphone,$118.80,2.0,2024-03-24,Electrónica,118.8,237.6,2024-03,470,Saudra Matei,30,Rosario,32848.75,25-34
2399,Proyector,$96.70,3.0,2024-03-24,Electrónica,96.7,290.1,2024-03,1,Aloysia Screase,44,Mar del Plata,42294.68,35-44
2420,Consola de videojuegos,$72.78,9.0,2024-03-24,Electrónica,72.78,655.02,2024-03,156,Walden Kordt,47,Resistencia,60647.99,45-54
2462,Televisor,$46.04,3.0,2024-03-24,Electrónica,46.04,138.12,2024-03,424,Spencer Lorkin,55,Rosario,35908.76,55-64
2480,Consola de videojuegos,$96.21,11.0,2024-03-24,Electrónica,96.21,1058.31,2024-03,18,Marylynne Piner,47,Rosario,32826.37,45-54
339,Lámpara de mesa,$42.60,1.0,2024-03-25,Decoración,42.6,42.6,2024-03,328,Ailina Martelet,29,San Miguel de Tucumán,7533.36,25-34
595,Alfombra,$83.25,1.0,2024-03-25,Decoración,83.25,83.25,2024-03,141,Scot Graben,54,Rosario,29351.15,45-54
629,Lámpara de mesa,$40.30,2.0,2024-03-25,Decoración,40.3,80.6,2024-03,265,Hanny Ocheltree,52,Corrientes,65107.47,45-54
652,Cuadro decorativo,$100.52,9.0,2024-03-25,Decoración,100.52,904.68,2024-03,13,Hadria Hinkensen,33,San Miguel de Tucumán,56171.38,25-34
1093,Microondas,$71.38,1.0,2024-03-25,Electrodomésticos,71.38,71.38,2024-03,137,Devi Goalley,29,Merlo,34610.42,25-34
1918,Cafetera,$39.33,10.0,2024-03-25,Electrodomésticos,39.33,393.29999999999995,2024-03,460,Mavis Enos,50,Buenos Aires,49773.65,45-54
2306,Laptop,$80.84,9.0,2024-03-25,Electrónica,80.84,727.5600000000001,2024-03,545,Ali Roxbee,42,Santa Fe,24304.31,35-44
2542,Televisor,$67.37,4.0,2024-03-25,Electrónica,67.37,269.48,2024-03,70,Beth Igo,35,Rosario,46525.97,35-44
594,Jarrón decorativo,$115.95,1.0,2024-03-26,Decoración,115.95,115.95,2024-03,506,Fons Carmel,54,Mar del Plata,46405.04,45-54
649,Lámpara de mesa,$83.61,1.0,2024-03-26,Decoración,83.61,83.61,2024-03,553,Estevan Warricker,39,Merlo,40241.31,35-44
1183,Microondas,$49.65,5.0,2024-03-26,Electrodomésticos,49.65,248.25,2024-03,368,La verne Golsthorp,40,Córdoba,55682.22,35-44
1648,Cafetera,$63.49,7.0,2024-03-26,Electrodomésticos,63.49,444.43,2024-03,121,Pernell Paffley,26,Rosario,55701.93,25-34
1705,Lavadora,$81.34,4.0,2024-03-26,Electrodomésticos,81.34,325.36,2024-03,372,Denys Drewery,41,Resistencia,26820.9,35-44
1874,Aspiradora,$78.77,1.0,2024-03-26,Electrodomésticos,78.77,78.77,2024-03,174,Nelli Yanshonok,45,Merlo,33626.6,45-54
2912,Televisor,$42.72,1.0,2024-03-26,Electrónica,42.72,42.72,2024-03,192,Shoshanna Verryan,40,Resistencia,6619.38,35-44
132,Cuadro decorativo,$56.45,12.0,2024-03-27,Decoración,56.45,677.4000000000001,2024-03,332,Flory Sherewood,24,Santa Fe,52451.13,<=24
549,Lámpara de mesa,$116.13,8.0,2024-03-27,Decoración,116.13,929.04,2024-03,83,Mindy Bootes,26,Rosario,19009.84,25-34
598,Rincón de plantas,$82.59,8.0,2024-03-27,Decoración,82.59,660.72,2024-03,175,Judy Gerred,24,Corrientes,58465.86,<=24
939,Lámpara de mesa,$46.83,3.0,2024-03-27,Decoración,46.83,140.49,2024-03,535,Clarey Roglieri,27,Merlo,25404.19,25-34
1251,Freidora eléctrica,$113.11,12.0,2024-03-27,Electrodomésticos,113.11,1357.32,2024-03,216,Elinore Le Leu,50,Mar del Plata,48865.2,45-54
1785,Lavadora,$44.12,10.0,2024-03-27,Electrodomésticos,44.12,441.2,2024-03,358,Hardy Stappard,46,Posadas,54108.91,45-54
558,Rincón de plantas,$93.66,10.0,2024-03-28,Decoración,93.66,936.5999999999999,2024-03,60,Andromache Bauer,59,Resistencia,60027.71,55-64
730,Adorno de pared,$103.90,8.0,2024-03-28,Decoración,103.9,831.2,2024-03,409,Cosimo Bysh,72,Santa Fe,17159.76,65+
1121,Freidora eléctrica,$90.31,6.0,2024-03-28,Electrodomésticos,90.31,541.86,2024-03,221,Michale Rustidge,42,Santa Fe,35596.27,35-44
1433,Microondas,$63.01,8.0,2024-03-28,Electrodomésticos,63.01,504.08,2024-03,341,Karena Athy,31,Santa Fe,8996.96,25-34
